6.0,4,True
232,220,224,0
248,0,0,255
248,252,28,23
200,68,60,51
188,24,16,128
232,196,184,1
172,68,76,85
248,172,164,73
240,120,52,255
252,160,140,55
236,112,108,128
244,192,64,255
208,84,84,255
244,124,0,255
236,72,68,170
244,156,36,255
244,96,64,255
252,108,20,255
240,176,88,255
244,172,88,255
224,128,124,43
156,48,52,64
236,32,12,255
232,64,28,255
240,172,124,128
240,168,132,255
220,104,52,255
232,116,32,255
232,204,16,213
252,52,12,255
248,52,40,255
252,248,236,0
244,84,60,136
220,196,132,26
252,188,164,102
240,48,16,255
216,188,188,2
244,96,0,255
244,184,156,9
228,120,52,255
252,136,120,13
252,188,80,255
244,60,36,255
204,56,44,51
252,236,56,204
240,92,96,128
240,88,64,46
248,132,88,43
212,164,40,128
196,28,16,255
252,124,124,64
252,96,4,255
236,104,24,255
220,80,28,255
224,144,84,170
204,60,52,59
168,48,32,85
248,108,36,255
232,124,76,128
252,224,8,255
248,64,0,255
252,84,80,143
204,88,72,128
204,176,176,2
244,88,12,255
240,136,140,255
228,48,48,85
192,60,36,128
188,60,64,51
216,136,108,255
244,116,40,255
236,108,16,255
252,156,144,27
208,12,8,255
220,96,68,85
240,100,44,255
232,156,152,2
208,48,44,119
228,176,36,255
224,180,16,255
164,40,28,128
252,112,76,112
224,68,24,255
236,92,48,255
220,36,12,255
212,136,0,255
244,164,124,128
248,228,136,23
244,200,204,4
248,100,44,255
252,40,52,40
248,120,4,255
192,128,40,255
224,192,8,255
192,68,64,43
252,244,240,6
240,184,36,255
248,76,40,255
252,224,208,1
236,64,76,85
252,220,84,204
228,36,24,255
212,132,136,23
188,48,40,73
232,56,40,78
208,112,84,43
204,112,96,85
204,116,0,255
244,196,76,170
232,208,28,128
200,48,20,255
172,72,72,102
228,76,64,255
188,104,16,255
244,44,8,255
152,24,28,32
240,68,48,28
224,12,4,255
232,184,36,255
236,204,120,36
248,104,60,128
252,44,64,11
224,80,32,255
244,148,64,255
252,80,16,255
236,120,100,255
196,100,76,255
244,160,92,255
212,96,96,64
252,60,20,255
212,56,44,109
212,60,68,85
236,200,188,2
212,20,8,255
232,200,64,255
244,84,56,255
252,208,100,128
248,48,52,170
244,212,0,170
244,72,56,33
248,172,8,255
252,188,0,255
248,4,8,255
244,28,32,170
248,76,24,255
240,220,148,28
232,216,164,11
204,80,84,64
212,112,24,255
204,84,60,64
184,128,128,3
228,84,76,64
180,56,64,102
184,48,56,64
232,164,84,73
248,236,240,0
220,156,144,7
244,208,180,3
236,64,32,255
244,228,8,255
240,12,0,255
252,100,8,255
212,112,56,255
204,44,28,170
252,76,60,90
252,156,80,255
232,76,64,128
240,188,168,1
244,92,40,255
176,52,36,64
220,136,72,255
184,36,36,10
252,228,4,216
176,24,0,128
252,68,16,255
248,92,80,36
192,132,132,4
252,176,104,191
252,224,72,64
224,52,36,59
236,156,148,59
248,152,104,128
248,232,36,255
252,228,24,102
252,248,4,159
244,124,12,255
164,44,56,36
244,220,28,255
228,180,24,255
244,240,240,1
212,68,76,64
252,116,64,255
236,92,76,85
208,136,0,255
252,172,8,255
224,172,168,2
232,20,20,255
240,204,208,4
224,156,76,255
156,64,64,73
252,120,92,8
240,208,208,5
220,100,40,255
248,116,0,255
220,156,32,255
236,180,180,4
248,76,76,85
252,252,140,5
252,192,80,255
228,56,28,255
188,52,36,85
232,52,44,85
252,172,20,255
252,144,124,57
248,240,172,28
216,112,64,128
232,8,8,255
228,64,68,149
248,252,184,1
184,56,68,128
244,32,12,255
168,44,48,17
196,80,68,51
208,92,92,64
224,92,36,255
216,96,92,85
188,24,12,170
252,244,236,1
228,208,0,255
208,60,4,255
252,84,28,255
176,40,24,255
244,160,0,255
240,192,8,85
252,32,16,255
220,108,104,128
188,148,36,255
228,176,176,10
244,44,24,255
252,204,120,40
216,68,28,255
240,144,8,255
252,132,28,255
248,44,48,153
236,128,76,255
244,76,52,85
252,160,4,255
216,180,180,1
248,200,60,255
204,84,88,85
236,136,132,128
204,88,56,128
252,76,44,255
208,24,8,255
240,112,84,36
248,168,76,255
232,160,72,255
168,48,28,255
248,128,0,255
228,176,180,4
228,156,156,3
244,152,12,255
252,224,88,170
252,104,12,255
236,112,0,255
192,44,52,64
252,48,56,51
184,80,88,85
220,128,64,255
236,28,36,26
252,200,92,213
220,28,28,255
240,160,68,255
236,196,56,128
244,216,76,255
248,172,172,85
240,136,8,255
252,232,0,248
248,56,8,255
244,196,72,255
232,16,4,255
232,168,164,13
244,80,4,255
252,200,60,255
204,176,180,1
192,72,60,43
244,220,40,128
248,236,224,3
244,108,32,255
212,36,16,255
152,24,24,43
252,128,72,170
204,48,56,43
208,20,16,255
240,108,36,255
244,216,200,2
232,144,16,255
240,64,40,255
184,36,8,255
232,156,140,57
196,108,96,85
232,124,80,85
248,140,40,255
200,64,48,43
244,156,84,255
208,20,4,255
192,32,8,255
236,96,72,26
212,44,36,26
208,148,136,1
244,184,80,255
252,36,48,9
244,188,176,3
212,80,80,128
240,224,180,9
228,176,156,0
196,12,12,255
252,16,12,255
232,60,56,64
232,160,68,170
248,112,28,255
252,116,36,255
252,248,88,64
240,128,144,255
240,216,188,5
236,112,68,255
220,168,160,2
192,108,116,21
232,28,20,255
216,116,8,255
228,60,16,255
220,52,56,153
244,212,132,255
252,144,16,255
240,128,128,64
196,88,96,128
236,116,88,128
240,100,4,255
184,52,64,85
224,124,64,255
240,76,56,31
200,112,84,128
240,224,16,128
188,68,64,57
220,20,8,255
236,84,80,51
252,156,108,23
252,128,80,255
244,136,56,255
244,140,72,255
252,88,24,255
188,128,124,3
220,72,32,255
248,120,88,8
252,36,28,255
212,48,36,128
228,44,32,191
240,76,64,32
224,196,32,128
184,80,104,128
228,16,4,255
248,28,28,204
240,152,28,255
252,216,108,51
208,172,180,6
252,220,212,4
160,52,60,32
224,40,28,128
228,176,12,102
244,64,48,48
252,164,8,255
220,116,64,255
252,140,60,255
248,212,76,255
220,104,84,128
204,92,68,64
208,36,12,255
240,124,80,170
220,148,80,12
232,164,156,3
240,148,108,128
244,192,36,128
252,172,4,255
232,184,164,0
168,72,72,128
220,16,4,213
236,72,40,255
220,180,180,3
244,156,0,255
240,20,24,255
212,128,140,128
232,200,8,255
252,108,48,255
184,64,52,153
220,92,8,255
224,132,72,255
236,180,176,15
208,52,32,64
236,32,32,85
228,56,52,70
216,56,36,128
236,200,60,255
236,204,196,3
252,244,48,170
216,76,72,113
248,52,12,255
224,200,204,1
252,184,96,255
236,160,52,255
244,108,76,32
244,96,36,255
248,224,28,255
164,72,68,36
248,68,80,85
208,68,76,85
168,44,28,128
252,24,44,1
212,48,60,23
208,56,48,23
244,212,4,255
252,244,232,1
220,40,4,255
244,232,232,10
248,132,124,128
252,208,36,170
180,48,28,255
200,52,48,36
236,52,68,57
224,148,144,8
224,144,112,128
212,84,76,102
224,152,144,1
196,32,12,255
252,132,24,255
176,40,28,64
232,100,28,255
196,60,44,128
168,104,100,8
204,168,52,128
252,224,100,85
232,24,24,255
212,120,124,28
252,200,88,230
184,100,96,64
252,204,72,128
232,48,44,85
252,76,40,255
248,244,220,3
252,148,28,255
172,36,28,6
204,64,60,109
244,120,16,255
248,144,48,255
248,196,184,2
228,16,8,255
228,88,92,128
244,72,80,128
248,156,148,128
240,72,36,255
244,116,84,32
244,200,196,26
236,48,16,191
252,220,88,255
252,112,32,255
248,228,168,20
200,32,24,180
240,184,92,64
228,164,4,255
232,52,36,170
240,228,20,128
248,44,60,51
252,92,4,255
244,96,40,255
244,184,152,5
236,4,16,255
160,24,12,255
212,24,8,255
248,172,160,51
220,112,68,28
248,124,64,255
236,48,28,255
192,68,56,73
228,200,16,255
188,108,88,64
236,136,116,255
240,36,32,182
188,44,24,128
212,148,128,5
248,188,44,255
244,68,12,255
216,148,80,1
216,188,184,2
176,56,64,85
232,212,104,85
216,172,172,2
220,192,36,128
248,152,156,255
224,56,20,255
208,32,0,255
244,156,80,255
240,120,108,85
236,76,40,191
248,164,44,255
184,16,8,255
236,160,164,18
208,40,28,113
240,44,16,255
240,56,60,198
184,56,56,64
240,16,20,170
252,80,52,255
220,64,12,255
252,56,48,174
196,44,60,10
236,144,96,255
228,68,32,255
224,136,132,85
216,56,64,128
216,52,32,128
240,188,68,255
160,64,52,170
244,236,228,3
216,76,44,255
216,72,68,109
248,48,16,255
244,36,32,234
232,40,12,255
244,72,28,255
228,0,0,255
224,152,76,128
172,56,36,128
252,136,64,255
240,88,0,255
248,216,200,4
164,64,40,255
236,220,224,0
204,60,44,96
248,144,16,255
208,68,52,191
204,8,8,255
212,48,20,255
240,188,176,1
224,96,4,255
236,64,4,255
228,104,60,255
252,96,92,97
236,104,64,255
184,68,72,51
252,76,24,255
252,32,20,254
240,216,4,255
248,220,220,18
252,24,4,255
236,192,8,64
224,40,24,255
236,216,8,255
196,48,40,57
248,64,56,128
228,152,76,255
188,28,12,255
228,76,80,128
252,248,168,11
244,88,68,20
252,204,36,64
244,148,0,255
236,152,112,170
244,116,96,51
252,152,24,255
204,68,48,64
252,80,80,51
240,96,12,255
228,92,80,102
168,32,36,14
252,84,48,255
252,120,68,255
184,124,120,4
220,28,16,255
252,116,44,255
252,84,64,56
228,44,56,36
160,48,36,128
184,80,96,43
252,64,0,255
240,120,104,51
176,48,0,255
240,200,76,128
224,80,60,64
252,44,36,223
220,68,56,91
224,188,12,255
232,108,40,255
224,196,196,2
156,48,48,26
216,28,0,255
248,32,4,255
252,60,76,102
188,52,0,255
236,60,20,255
172,28,12,128
252,172,48,255
148,28,20,85
196,48,28,255
228,76,8,255
224,36,16,255
240,104,84,28
232,128,120,128
228,76,96,128
252,204,92,219
240,40,12,255
252,168,96,255
244,148,24,255
244,44,32,255
216,56,24,255
252,80,72,115
252,84,56,221
236,124,116,204
180,44,12,255
252,60,44,236
220,96,80,128
232,92,80,43
216,52,68,18
236,208,36,255
236,212,204,1
252,208,92,227
228,40,24,255
248,44,20,255
228,52,48,32
252,184,168,51
252,60,0,255
244,196,172,2
252,160,120,60
228,16,12,213
252,164,136,46
252,108,72,43
228,144,128,255
236,36,28,255
188,96,80,64
240,112,48,255
204,124,124,64
212,80,4,255
208,64,56,20
240,168,32,255
208,76,88,85
220,56,0,255
232,92,12,255
244,224,224,10
216,160,164,4
224,104,96,128
220,12,4,255
212,24,12,255
244,156,128,255
236,112,36,255
212,4,8,255
224,156,152,2
236,120,64,255
252,48,28,255
240,220,192,5
212,64,28,255
240,36,36,128
240,164,0,255
252,28,24,255
236,196,4,255
216,60,40,64
216,84,24,255
248,60,60,85
152,64,60,70
196,64,44,128
248,188,80,255
248,88,44,255
252,176,32,255
244,76,8,255
252,108,0,255
248,236,196,9
248,116,96,20
244,148,32,255
252,156,4,255
232,112,104,64
248,244,244,4
244,4,0,255
248,176,168,43
228,84,88,128
228,80,84,51
244,220,68,255
240,84,68,136
168,60,32,85
248,140,76,255
208,108,108,255
244,112,16,255
252,120,40,255
212,132,72,85
236,172,140,12
252,68,12,255
236,12,8,255
240,212,72,255
244,56,24,255
240,208,24,255
252,240,236,5
224,164,76,255
244,36,28,255
188,136,140,1
156,52,60,23
252,140,32,255
252,192,52,255
252,248,64,51
184,104,96,128
252,192,168,38
252,124,120,255
252,56,8,255
248,28,0,255
248,220,4,255
252,232,204,1
244,124,4,255
232,168,88,32
192,36,36,102
248,240,228,1
216,164,164,4
252,156,100,255
204,8,12,255
248,200,88,255
240,16,4,255
248,196,56,255
188,80,76,102
228,100,80,85
200,116,108,57
248,152,124,255
252,208,60,85
216,108,60,255
240,52,8,255
228,204,204,2
252,200,188,2
236,56,80,43
192,84,52,128
252,84,68,79
248,220,208,6
252,88,60,199
188,32,12,255
252,160,156,77
252,32,40,106
176,60,72,51
232,88,92,128
204,128,132,26
216,44,56,28
236,212,40,255
232,12,16,219
204,64,76,128
252,212,80,170
228,44,20,255
248,40,24,255
244,64,20,255
232,192,188,8
232,220,184,9
244,32,4,255
232,76,100,128
172,60,52,51
184,52,36,128
228,0,4,255
252,136,0,255
244,56,64,219
244,96,76,11
228,116,92,64
188,100,92,255
228,56,44,10
244,232,12,255
248,224,220,6
252,84,76,107
232,160,0,255
208,72,68,43
236,40,24,255
244,48,52,109
240,228,188,10
224,104,60,255
236,72,12,255
244,156,108,255
252,104,84,61
236,112,88,28
212,104,4,255
240,232,232,3
228,20,16,255
208,160,156,1
224,104,104,64
236,28,28,128
232,68,44,255
196,28,28,128
224,24,16,255
236,200,0,64
184,108,120,14
192,124,120,17
248,56,48,255
196,56,44,51
224,88,88,255
252,176,132,55
192,12,12,255
224,0,8,255
236,96,88,128
216,188,116,32
252,128,0,255
228,120,76,28
236,164,96,14
248,8,12,255
252,204,88,213
216,20,0,255
224,16,0,255
188,64,56,102
240,80,72,153
224,188,28,255
244,44,44,159
240,92,40,255
188,44,56,16
224,144,24,255
244,228,228,10
236,100,96,85
220,44,44,32
224,108,60,255
244,188,120,32
248,36,16,255
244,208,196,2
184,100,104,51
248,112,84,11
176,68,76,64
232,104,64,255
252,252,32,78
244,196,168,9
204,168,24,255
252,96,108,255
244,72,40,255
192,28,12,255
248,24,12,255
252,224,84,191
232,164,124,64
216,136,52,255
176,64,56,153
192,32,40,32
228,88,24,255
228,68,16,255
224,44,24,255
232,152,112,255
240,156,40,255
248,156,168,85
224,160,96,2
248,152,24,255
236,192,192,5
200,76,48,255
236,132,140,255
184,4,4,255
168,80,96,51
208,132,132,57
248,180,60,255
248,216,104,255
252,88,64,93
244,112,8,255
180,48,60,21
224,168,148,0
220,76,56,255
240,56,28,219
252,36,36,237
248,124,36,255
240,180,144,9
184,112,112,23
216,40,52,32
248,80,0,255
220,160,96,7
184,32,24,8
244,136,84,255
216,124,120,255
244,156,88,255
236,132,8,255
252,72,0,255
248,244,248,0
232,76,84,85
228,28,20,255
228,84,84,102
228,140,116,255
252,96,88,120
232,208,212,2
216,168,32,255
240,224,184,11
200,8,8,255
188,36,32,4
252,0,8,255
184,60,0,255
216,80,80,128
188,76,76,170
248,80,36,255
240,216,176,8
228,68,56,48
228,156,0,255
252,224,96,102
224,84,56,128
252,200,20,102
236,76,16,255
240,232,204,7
220,52,44,70
244,144,104,85
252,108,104,73
176,52,40,128
212,36,32,85
216,48,64,12
236,88,40,255
252,56,20,255
212,68,60,43
228,100,4,255
248,248,244,0
236,116,108,128
240,68,60,39
208,136,136,19
252,4,16,255
248,92,40,255
248,220,56,128
240,0,4,255
216,76,0,255
232,168,68,255
248,52,52,85
224,80,52,128
244,84,80,46
252,184,40,255
252,156,96,128
224,72,16,255
240,16,0,255
188,44,12,255
252,132,12,255
252,136,100,10
200,140,132,2
236,128,48,255
216,200,92,64
156,76,72,32
248,176,120,170
216,112,112,128
208,68,8,255
204,176,24,255
228,128,56,255
224,52,20,170
216,128,120,85
216,180,40,128
236,212,208,8
232,56,64,128
252,24,8,255
252,28,40,28
252,96,48,255
200,48,40,36
224,44,52,43
196,84,76,204
188,28,4,255
252,72,64,60
204,100,76,255
252,180,148,70
236,140,88,255
236,20,0,255
220,96,84,85
244,48,32,255
252,24,40,3
212,36,8,255
220,140,144,128
252,228,204,1
252,176,124,43
232,76,88,153
192,24,16,255
248,20,8,255
236,112,4,255
252,224,68,128
192,44,44,109
192,68,68,96
204,44,48,85
248,188,64,255
188,36,24,90
244,176,24,255
200,128,104,23
248,148,28,255
200,72,60,128
236,224,20,255
240,232,228,2
240,60,0,255
252,116,8,255
252,112,4,255
248,184,120,26
252,92,92,46
244,104,72,85
252,64,36,255
208,176,12,255
240,160,124,255
232,228,228,0
252,40,32,255
176,36,36,18
212,40,16,255
212,48,40,82
196,32,4,255
252,244,4,242
236,220,16,255
220,88,36,255
220,184,184,3
192,72,88,64
228,36,12,255
176,24,28,20
248,32,32,191
204,124,96,255
232,56,28,255
244,120,44,255
228,16,16,128
224,88,28,255
216,20,4,234
240,204,196,3
172,68,60,85
232,204,44,255
252,168,104,255
228,76,84,51
164,92,88,21
208,44,40,121
180,44,20,255
156,60,48,85
196,68,44,85
232,188,184,8
232,84,68,28
252,116,20,255
168,104,104,9
208,80,76,170
200,44,24,128
236,80,20,255
244,148,116,85
228,204,32,255
224,160,136,18
228,52,40,51
252,60,8,255
236,36,20,255
208,72,52,102
196,52,60,64
248,232,12,170
236,200,200,20
180,108,16,255
156,68,56,128
220,184,28,128
244,116,104,85
248,100,0,255
252,208,112,85
248,48,40,170
248,72,4,255
220,196,24,255
252,160,92,255
188,16,8,255
236,172,160,6
248,220,80,128
160,32,28,32
212,24,4,255
224,52,28,213
208,28,32,255
244,48,12,255
240,112,28,255
248,172,124,64
200,104,96,170
248,168,148,128
228,200,12,255
240,36,28,255
232,200,144,23
228,92,92,170
240,56,24,255
252,100,60,191
220,28,32,51
184,68,16,255
224,148,24,255
236,24,4,255
252,108,56,255
252,116,92,2
248,116,104,170
232,96,88,191
252,228,40,153
156,32,32,20
208,40,16,255
252,200,196,14
244,92,20,255
252,176,4,255
252,180,172,23
188,36,44,36
232,200,0,85
248,100,56,255
236,188,172,1
252,156,32,255
200,24,8,255
236,148,88,255
204,104,104,255
208,8,8,255
240,96,52,255
204,48,52,128
244,28,28,219
248,184,76,255
188,92,88,255
220,52,40,16
244,76,84,109
248,144,0,255
224,120,68,255
240,144,84,255
184,124,124,4
252,144,28,255
252,116,84,14
252,120,12,255
248,24,24,255
252,140,24,255
212,44,40,80
252,64,88,34
240,84,32,255
252,124,112,16
180,40,36,59
252,152,100,109
240,208,196,3
180,68,64,128
220,156,84,5
240,56,64,219
252,248,0,102
252,252,160,11
240,16,12,255
232,0,4,255
188,136,132,2
180,80,72,102
248,136,0,255
248,28,36,128
232,96,0,255
232,52,24,255
220,116,56,255
216,108,52,255
248,244,32,85
196,116,116,64
204,164,20,255
248,92,68,44
244,132,104,51
172,76,72,128
224,36,40,36
228,68,4,255
232,156,80,255
240,64,0,255
252,160,148,128
224,180,156,1
200,52,44,73
248,152,152,128
220,16,16,255
188,28,0,191
224,44,4,255
204,36,4,255
208,120,92,85
236,84,24,255
220,56,56,64
220,60,20,255
224,96,52,255
240,132,20,255
204,64,68,128
252,84,96,255
200,28,24,255
240,196,180,1
180,24,8,255
252,32,12,255
236,40,16,255
236,84,20,255
196,40,32,20
232,76,92,128
240,176,176,13
220,72,64,109
252,136,8,255
236,212,20,255
236,112,24,255
236,140,60,255
232,80,88,128
248,44,44,207
204,132,116,26
236,132,136,128
252,160,48,255
248,0,8,255
252,120,36,255
228,44,0,255
236,172,92,36
244,24,20,255
244,220,140,20
204,84,76,128
216,168,160,3
236,224,8,255
240,124,24,255
248,168,112,128
244,76,64,46
164,48,16,255
168,48,48,43
228,112,52,255
252,228,68,159
236,68,48,85
208,28,28,128
208,112,36,255
240,160,120,85
212,144,108,28
252,60,64,218
252,104,56,102
252,192,68,170
196,56,36,128
212,48,44,51
248,240,236,4
228,64,72,64
228,104,52,170
248,176,156,85
244,36,8,255
236,96,80,36
252,196,44,85
248,100,88,26
248,72,56,38
220,176,40,255
192,64,52,255
204,156,40,255
248,56,28,255
248,80,64,54
244,92,112,255
244,80,16,255
252,180,8,255
252,168,108,170
224,188,4,255
232,200,108,51
188,40,20,128
244,108,20,255
252,128,36,255
248,224,212,8
208,20,12,255
240,108,48,255
252,80,28,255
212,120,108,73
184,140,140,1
228,136,104,255
248,140,4,255
208,112,80,26
208,108,84,85
252,120,80,146
252,124,16,255
236,100,12,255
172,64,0,255
208,40,0,255
252,68,84,128
252,72,44,255
228,124,28,255
252,224,44,85
248,100,4,255
252,16,24,255
232,152,140,17
228,88,16,255
212,32,24,153
236,136,44,255
252,252,28,28
248,68,12,255
192,160,116,8
248,44,12,255
236,64,52,31
204,140,136,6
216,112,108,85
220,84,8,255
244,60,0,255
248,16,8,255
236,192,184,4
204,152,152,5
216,136,16,255
224,120,116,85
248,68,24,255
220,160,168,15
248,240,72,85
248,204,192,2
196,68,56,170
248,216,16,255
228,184,144,8
232,180,176,2
192,56,60,43
236,80,72,170
212,180,68,128
200,156,44,255
232,88,40,255
248,156,100,255
200,36,16,255
220,192,52,255
168,64,52,43
220,32,16,255
224,160,80,128
248,116,108,102
200,24,20,255
216,104,24,255
248,164,160,64
252,72,8,255
252,36,0,255
212,48,48,26
232,84,60,43
236,208,208,9
252,184,144,102
248,84,68,19
236,216,16,255
228,212,216,0
240,152,48,255
252,216,120,51
232,204,208,1
248,40,32,255
228,120,116,64
236,124,140,128
204,136,112,20
244,112,28,255
232,60,52,64
252,164,60,255
228,24,16,255
252,168,84,255
244,28,24,198
188,24,0,255
236,180,168,2
248,212,88,255
220,152,100,28
224,112,72,64
208,36,24,219
244,40,20,255
184,48,0,255
224,36,20,223
244,192,80,191
232,44,40,223
220,16,8,255
252,216,20,26
180,60,48,64
232,132,72,255
160,64,56,32
252,108,4,255
236,116,112,128
244,136,36,255
240,60,12,255
220,64,68,153
212,184,36,255
192,88,88,128
252,220,72,204
240,16,8,255
236,80,64,105
224,140,60,255
240,192,72,128
240,144,72,255
248,52,24,255
232,44,28,255
252,68,40,255
244,84,12,255
252,184,12,255
252,244,176,12
196,16,12,255
252,188,180,15
248,80,32,255
248,64,60,128
244,112,4,255
236,212,216,1
252,132,40,255
188,32,24,96
252,28,32,174
224,40,8,255
224,56,56,96
228,60,60,77
188,68,80,51
224,100,36,255
248,132,104,85
228,144,100,255
220,148,76,255
252,124,76,255
248,208,76,85
180,20,16,64
216,168,168,4
212,124,44,255
220,80,12,255
244,32,16,255
252,72,80,191
252,252,40,8
232,76,80,43
252,76,80,121
220,72,68,43
244,0,0,255
252,140,136,73
252,20,20,252
168,100,112,15
216,44,32,128
248,224,208,3
196,100,72,51
192,72,72,64
252,240,44,170
252,224,24,64
224,40,20,255
216,28,40,51
236,40,4,255
232,24,12,255
216,112,8,255
240,40,32,255
228,48,0,255
220,204,36,255
252,144,128,64
232,200,128,36
252,152,64,255
228,20,4,255
232,100,36,255
152,48,32,128
228,108,72,64
240,28,20,223
224,44,32,255
252,228,64,102
220,108,116,128
208,48,60,85
236,220,160,18
232,44,44,128
252,192,76,255
196,136,136,12
180,56,40,255
196,56,56,43
232,172,176,5
232,132,84,255
200,32,12,255
220,164,156,6
244,128,120,128
224,160,168,14
172,108,104,7
200,20,16,255
240,204,188,2
240,200,4,255
236,76,88,128
212,52,44,43
252,204,76,153
232,80,0,255
192,68,80,32
248,80,88,128
252,168,112,255
248,76,56,45
208,172,172,3
252,220,100,142
252,60,40,240
236,136,80,255
232,56,56,43
204,112,112,128
184,96,112,21
232,208,12,255
248,208,68,255
236,36,44,85
248,204,44,255
252,76,20,255
212,192,36,255
184,60,56,39
232,220,160,21
200,32,8,255
232,92,84,153
228,156,72,128
224,80,80,170
224,184,52,255
212,156,152,8
220,64,56,102
224,124,44,255
248,220,216,8
236,36,48,32
232,52,56,51
240,172,48,255
232,208,128,64
220,184,32,128
252,208,20,85
248,48,4,255
252,236,232,6
232,40,16,255
244,72,8,255
252,188,16,241
216,188,192,1
240,36,20,255
232,112,16,255
252,164,80,255
252,160,8,255
248,216,220,3
236,36,0,255
228,84,60,102
252,208,80,182
248,172,80,255
184,28,12,255
240,112,104,170
232,124,120,128
224,108,72,85
216,104,36,255
252,96,72,73
252,100,24,255
224,176,172,2
184,68,52,128
228,84,72,128
212,168,64,128
240,224,172,17
240,216,24,255
252,24,16,255
244,200,192,2
164,28,32,17
236,196,204,4
192,72,48,43
244,112,0,255
252,184,172,32
252,228,20,128
228,68,76,85
204,84,84,85
232,20,8,255
228,200,76,128
164,48,36,128
228,52,60,85
180,28,32,12
244,56,8,255
216,132,120,23
248,236,156,26
252,144,20,255
184,48,28,255
204,152,44,255
188,12,16,128
240,96,16,255
180,36,40,20
228,92,68,255
220,36,28,255
208,60,56,64
232,176,168,10
164,24,4,255
232,168,72,255
244,232,32,255
252,116,48,255
212,184,24,255
252,156,116,18
208,136,16,255
228,192,196,7
220,40,24,255
244,100,48,255
240,204,192,2
248,136,8,255
220,116,92,43
252,44,56,59
236,52,4,255
232,108,4,255
252,232,100,36
236,216,216,5
252,100,32,255
224,192,16,85
252,252,156,25
244,156,100,255
204,172,40,255
216,120,60,255
252,196,192,3
188,32,28,47
252,168,156,73
236,176,144,21
204,100,88,170
240,116,64,255
244,20,0,255
228,76,28,255
224,36,12,128
208,44,16,255
240,68,68,51
228,184,16,64
228,144,76,255
240,52,64,102
236,168,116,32
244,160,136,85
160,72,64,64
232,80,80,255
212,96,84,255
220,68,52,64
216,28,20,255
196,24,16,204
228,44,8,255
240,96,44,255
192,132,32,255
240,180,116,13
248,220,68,128
204,124,108,51
252,208,168,26
252,212,24,128
248,44,0,255
228,20,0,255
228,136,136,255
252,184,180,14
228,204,196,1
244,76,4,255
252,160,20,255
252,228,76,102
248,96,20,255
252,188,76,255
252,144,100,14
188,96,76,128
244,172,132,255
240,112,36,255
248,172,52,255
248,40,44,255
184,24,0,255
240,36,8,255
212,28,16,255
240,116,88,43
172,108,100,7
248,52,20,255
244,100,68,43
252,100,68,243
236,224,220,3
252,104,28,255
212,116,52,255
220,88,4,255
252,48,40,216
232,72,60,57
252,168,100,191
196,24,12,255
252,28,12,255
176,48,56,255
224,200,196,1
244,152,100,128
252,232,16,204
252,236,144,17
196,52,56,64
248,112,108,85
252,180,84,255
236,36,40,64
252,100,92,87
252,76,16,255
252,152,136,34
244,108,48,255
184,72,60,43
252,128,88,32
252,40,44,155
240,108,20,255
196,52,48,59
244,216,184,6
244,60,28,255
216,132,8,255
184,36,24,153
188,52,32,128
248,140,56,255
168,80,88,36
248,72,8,255
244,128,128,128
208,148,20,255
184,76,80,26
236,64,44,109
216,160,144,0
176,48,36,51
240,208,12,255
180,68,56,128
236,56,0,255
232,104,8,255
240,132,32,255
204,164,32,255
248,68,48,120
252,192,132,64
240,32,4,255
252,196,108,128
236,140,40,255
208,64,76,128
252,144,0,255
244,212,208,6
228,204,208,1
228,104,76,102
244,8,4,255
216,68,100,85
224,32,0,255
232,124,124,128
184,52,48,204
248,116,84,9
240,64,72,85
168,40,44,36
244,248,140,64
248,244,232,4
240,52,36,204
228,84,68,96
196,172,124,9
212,76,68,64
192,56,72,51
236,84,32,255
220,32,52,6
252,88,8,255
216,24,24,255
236,68,28,255
192,116,120,20
228,68,72,128
252,216,0,250
196,40,24,255
216,44,20,255
220,44,12,255
252,208,204,8
252,216,28,43
236,128,16,255
192,36,24,177
232,32,8,255
244,64,0,255
192,48,40,46
252,104,60,191
236,176,124,21
252,124,68,255
252,140,44,255
228,116,48,255
248,208,196,2
248,188,172,5
240,124,32,255
232,164,140,26
240,60,20,255
228,164,148,4
188,40,28,39
228,152,120,255
200,84,76,170
200,80,84,85
220,48,28,255
252,104,64,255
236,72,80,255
192,40,36,31
236,116,28,255
196,96,100,64
252,68,48,161
252,52,36,255
232,68,56,26
196,16,20,170
196,28,0,255
204,172,36,255
248,100,96,85
248,152,136,85
236,200,44,255
240,128,0,255
196,52,68,26
212,52,40,57
240,148,28,255
252,236,44,64
228,152,84,170
232,44,48,96
240,116,68,255
252,224,108,73
252,184,80,255
252,188,144,64
244,108,92,146
216,184,32,255
248,224,12,255
216,16,12,255
216,84,80,128
240,104,8,255
252,172,40,255
232,76,72,109
252,136,20,255
240,92,20,255
252,120,60,255
212,160,44,128
208,104,100,43
240,92,56,128
252,124,40,255
208,148,72,128
212,124,8,255
236,40,12,255
224,148,128,170
240,212,216,2
236,168,128,85
200,128,120,17
248,112,72,128
212,32,32,128
204,72,56,64
196,60,60,102
248,68,84,85
248,64,76,51
252,228,72,85
228,52,12,255
248,252,152,12
192,28,24,170
248,24,16,255
232,44,36,153
232,48,28,255
252,224,80,128
200,48,60,28
252,148,12,255
248,236,28,255
212,48,24,191
248,92,76,16
244,12,8,255
